id,comicsId
2406,62645
2406,21645
2406,22242
2406,22243
2406,22244
2406,22245
2406,22246
2406,22247
2406,23315
2406,23316
2406,23317
2406,23318
2406,1587
3766,28783
3766,42872
3766,10048
3766,10053
3766,10061
3766,14662
3766,14663
2279,7220
2279,260
2279,275
2279,229
2279,228
9277,67056
2273,7212
2273,10052
2273,10053
2273,10054
2273,10056
2273,10057
2273,10058
2273,10060
2273,10061
2273,10062
2273,10063
2273,10064
2273,10065
2273,10069
2273,10070
2273,10071
2273,10072
2273,10073
2273,10074
2273,10075
6025,23391
6025,23392
6025,59367
6025,18302
6025,21295
3184,19780
3184,11947
3184,12163
3184,1498
381,63873
381,5368
381,3631
381,18284
381,18285
13206,56396
13206,56397
13206,56398
13206,56399
13206,56274
13206,70274
4022,7395
4022,47082
4022,18392
7614,22234
6038,18314
13278,66482
13278,73412
13278,68616
13278,68618
13278,67134
13278,67135
13278,67136
13278,67138
13278,67139
13278,67141
13278,67142
13278,67143
13278,73817
13278,48654
13278,48655
5201,19743
5201,16684
3792,10082
3792,10083
3792,10084
3792,10085
3792,55144
1967,7203
1967,7220
1967,17800
1967,17875
1967,71483
1967,13229
1967,50869
1967,62159
1967,71124
1967,16874
1967,16875
1967,9502
1967,9578
1967,10174
1967,15523
1967,15524
1967,52781
1967,1903
1967,11765
1967,11766
2499,29239
2499,8338
2499,8339
2499,8341
2499,68111
6591,19800
12320,74125
12320,8667
12320,40731
12320,40713
12320,20713
155,29111
155,12784
155,12785
155,12786
155,12793
155,12794
155,12795
155,12796
155,12797
155,12798
155,12801
155,12802
155,12803
155,12804
155,12805
155,12806
155,12807
155,12808
155,12809
155,12810
334,1762
334,31466
334,1967
334,12630
334,12634
334,12635
334,1040
334,16247
334,20436
334,8502
334,48303
334,379
334,19842
334,19843
334,19844
334,19845
334,19764
334,19772
334,19773
334,58052
647,21322
647,23076
647,24414
647,22979
647,23642
647,23834
647,16230
647,24844
647,64399
647,16488
647,21720
647,22884
647,36740
647,5110
647,5984
647,23098
647,16160
647,16537
647,4475
647,3987
8848,9245
8848,65569
8848,18374
8086,71483
13164,30885
13164,30093
13164,41688
13164,65437
13164,38496
13164,41694
13164,41699
13164,41582
13164,52543
13164,52542
13164,52544
13164,52545
13164,52547
13164,52548
13164,52549
13164,52550
13164,52551
13164,52552
13164,52553
13164,64576
8740,24660
1038,6802
1038,6809
1038,16902
1038,24199
1038,24440
1038,7256
1038,7257
1038,7258
1038,7261
1038,7262
1038,7268
1038,7269
1038,7270
1038,7271
1038,7283
1038,7284
1038,7287
1038,7288
1038,7289
1038,6938
6520,38644
6520,39501
6520,37445
6520,37068
6520,42528
6520,39625
6520,38861
6520,38862
6520,38863
6520,38860
6520,29769
6520,19821
6520,19761
6520,38119
6520,30924
6520,30147
6520,30148
6520,33380
6520,39006
6520,38989
6901,7233
6901,7234
6901,7235
6901,63873
6901,17787
6901,71061
6901,5368
6901,3631
6901,20210
6901,20211
6901,20213
6901,20215
6901,68321
6901,20929
6901,21293
6901,41342
6901,13174
6901,13179
6901,13180
6901,13181
13013,62077
13013,62078
13013,62081
13013,62082
13013,62083
13013,62084
13013,64825
13013,66120
13013,67560
12862,59698
12862,59609
12862,60043
12862,71342
12862,71343
12862,71344
12862,71345
148,57847
148,23247
148,23262
148,6911
148,6913
148,6914
148,6915
148,6919
148,6920
148,6921
148,6922
148,6484
148,6485
148,6486
148,6487
148,6488
148,6489
148,6507
148,6508
148,6524
6664,19843
883,1861
883,86
883,1488
883,1573
883,1661
873,23645
873,23803
873,23996
873,24201
873,24492
873,24493
873,46217
873,29395
873,36737
873,3637
873,1402
873,17429
873,3169
873,2367
873,2368
873,2535
873,2536
873,1571
873,2063
3075,29061
3075,9598
3075,46269
3075,46270
3075,10464
143,20032
143,20033
143,20034
143,20035
143,20036
143,20037
143,16069
143,16056
143,16057
143,16058
143,73229
143,18685
143,1113
5359,16901
5359,16903
5359,7267
5359,51707
5359,47745
5359,16875
5359,60697
5359,55129
5359,55130
5359,55131
5359,58273
5359,62696
5359,62697
5359,62698
5359,62699
5359,62700
5359,62701
5359,62702
5359,53453
5359,59563
4727,14804
1483,8863
1483,134
1483,16701
5333,16765
3722,10036
3722,10038
3722,10047
3722,37591
4884,71592
4884,15522
4884,15524
4884,1903
2756,1357
2756,17866
2756,1671
2756,7595
2756,5372
2756,20104
2756,1585
2756,19982
2756,9326
2756,21631
2756,19503
2756,14543
2756,14598
1620,23302
1620,9715
1620,25795
1620,25796
1620,27996
1620,57485
1620,11103
1620,11105
1620,11115
1620,17070
8773,75330
8773,23183
8773,66351
1162,67603
1162,6788
1162,6792
1162,38150
1162,7265
1162,7268
1162,7269
1162,7270
1162,7271
1162,7272
1162,7273
1162,7275
1162,7276
1162,7277
1162,7278
1162,7279
1162,7280
1162,7281
1162,7282
1162,7283
1806,6525
1806,6573
1806,6577
1806,6579
1806,7034
1806,1097
1806,17856
1806,7598
1806,7601
1806,7603
1806,8045
1806,8046
1806,8049
1806,3078
1806,8058
1806,5785
1806,20603
1806,20606
1806,20573
1806,8088
3940,6857
3940,6859
3940,6862
3940,47706
3940,54037
3940,10616
3940,10617
3940,10618
3940,10619
3940,10621
3940,17290
3940,18390
3940,27963
3940,28958
2425,1587
2425,12551
2425,12415
2425,4100
4144,8487
4144,64714
4144,74456
4144,74457
4144,33655
11898,47160
11898,41686
11898,46950
11898,49784
11898,46952
11898,46953
11898,46954
11898,41696
11898,46874
11898,46317
11898,46318
11898,46319
11898,46320
11898,47410
11898,46321
11898,46322
11898,46323
11898,46324
11898,46325
11898,46326
8152,22023
8152,22351
8152,22543
8152,22955
426,72939
426,43470
426,17581
426,17582
426,17583
426,24411
426,71308
426,71310
426,71311
426,71312
426,71313
426,63833
426,67760
426,67762
426,35229
426,35233
426,40405
426,40410
426,40406
426,40400
586,67657
586,71899
586,71710
586,25299
586,23148
586,36534
586,20736
586,68958
586,37381
586,25793
586,22074
586,22408
586,24295
586,27993
586,25795
586,23698
586,21442
586,46233
586,46234
586,16210
1639,16998
1639,17001
1639,17003
1639,17013
1639,17025
1639,16938
1639,11124
1639,18536
1639,18537
1639,18538
1639,18539
1639,18540
1639,18549
1639,18563
1639,18588
1639,18589
1639,18609
1639,18613
1639,18614
2428,22263
2428,22466
2428,22468
2428,24135
2428,24136
2428,24403
2428,24404
2428,24405
2428,24406
2428,24407
2428,29303
2428,24413
2428,29624
2428,24414
2428,24418
2428,24424
2428,29547
2428,30715
2428,30716
2428,30300
12520,53899
12520,53900
12520,54692
12520,54694
12520,53901
12520,53902
12520,53903
12520,53904
12520,53905
12520,53906
12520,53907
12520,68427
12520,54026
12520,54027
12520,54028
12520,54029
4367,22093
4367,10007
4367,22092
4367,50851
4367,50852
4367,50320
4367,53947
4367,53948
4367,53949
4401,12405
4401,12406
4401,12407
4401,12408
4401,12409
4401,12410
4401,12411
4401,12412
4401,12402
4401,12403
363,3583
363,43161
363,43162
363,43165
363,12613
363,7381
363,1043
363,13511
363,21636
363,15609
363,15642
363,15653
363,15635
363,953
363,957
363,20033
363,20034
363,20035
363,20036
363,20037
8071,17549
8071,12575
8071,12586
8071,12608
8071,7370
8071,940
8071,9302
8071,9303
8071,9316
8071,9306
8071,9307
8071,9308
8071,9309
8071,9299
8071,9300
8071,9301
8071,985
8071,19940
8071,22093
8071,10002
7668,65047
7668,64560
7668,27712
7668,59778
7668,53996
7668,54024
7668,54025
7668,54030
7668,54033
7668,54057
7668,54058
7668,54059
7668,54060
7668,54061
7668,54062
7668,54063
7668,54064
7668,54065
7668,54066
7668,54067
12566,53988
12566,54472
12566,54473
12566,54629
12566,54630
12566,54631
12566,54632
12566,54633
3901,10178
3901,10179
3901,10180
3901,10181
3901,10184
3901,62855
7815,23311
7292,21018
241,45762
241,45764
241,43488
241,43504
241,45766
241,43506
241,55841
241,49550
241,49551
241,49943
241,61179
241,49866
241,71308
241,71310
241,71311
241,71312
241,71313
241,45839
241,50951
241,48394
8865,65140
8865,65141
8865,65142
8865,8513
8865,57439
8865,23665
8865,23838
8865,47087
8865,48441
8865,48442
8865,28879
8865,24258
8865,25617
8865,25619
8865,25621
8865,63075
8865,63077
8865,63079
8865,63082
8865,30131
7775,23328
438,17701
438,24371
438,2532
438,2533
438,23568
438,24133
438,30322
438,35523
438,30196
438,21798
438,63309
438,5844
438,56322
438,41688
438,7354
438,2005
438,30352
438,30353
438,30354
438,30355
12704,60408
12704,60289
12704,60290
12704,60291
12704,60292
12704,60293
12704,58420
12704,53697
12704,53699
12704,55204
12704,53700
12704,55932
12704,53701
12704,54929
12704,54930
12704,60230
12704,59794
423,24409
423,24411
423,43093
423,29219
423,7469
423,312
423,367
423,346
423,1323
423,38860
423,36620
423,3518
423,19921
423,48438
423,48439
423,48440
423,30126
423,3056
423,3152
423,3373
11737,51205
11737,37996
11737,39284
11737,37973
11737,38895
11737,38524
11737,38523
11737,26243
11737,59074
11737,56232
11737,56233
11737,58504
11737,58184
11737,58505
11737,56234
11737,56235
11737,56236
11737,56237
11737,56238
11737,56239
8729,33333
8729,34757
8729,29745
8729,32885
8729,29848
8729,29849
8729,34591
8729,31786
8729,33661
8729,33940
8729,33660
8729,33662
8729,33929
8729,25299
8729,39890
8729,36732
8729,30241
8729,33779
8729,30242
8729,30243
8538,23953
8538,23694
13270,71949
13270,71950
13270,71951
13270,71952
13270,66201
13270,66545
13270,66915
13270,67353
13270,74792
1602,16815
1602,16863
1602,43376
1602,7619
1602,7620
1602,20764
1602,20384
1602,46939
1602,9336
1602,9338
1602,9340
1602,9341
1602,25794
1602,25793
1602,40103
1602,70863
1602,65037
1602,65254
1602,11095
1602,11097
343,28783
343,9179
343,60694
343,10157
343,10169
343,10170
343,10171
343,10172
343,10173
343,10175
343,10176
343,10177
343,10178
343,10179
343,10180
343,10181
343,10182
343,10183
343,10184
343,10012
7545,22389
737,1216
737,864
3736,38523
3736,10048
3736,29942
3736,39416
3736,35561
3736,36892
3736,28844
12853,59177
12853,59178
12853,59179
12853,59180
12853,59853
12853,59181
12395,51217
12395,48447
12395,49926
12395,49927
12395,49928
12395,49929
12395,49930
12395,49931
12395,49932
12395,49933
12395,52936
12395,49906
3386,63335
3386,10276
3386,15414
4514,13968
2976,9268
2976,14209
12772,55845
12772,55957
10066,47465
10066,39395
10066,48287
10066,48007
10066,48008
10066,48009
10066,48010
10066,49969
10066,49970
10066,49350
10066,46956
10066,46955
10066,46957
10066,46958
10066,46959
10066,46960
10066,54474
10066,54475
10066,54476
10066,54477
1111,31197
1111,64399
1111,9265
1111,9271
1111,10091
1111,10092
1111,10093
1111,10094
1111,53982
1111,4475
1111,3988
1111,3175
1111,27963
1111,4037
1111,14319
1111,14321
1479,2403
12819,59081
12779,57310
12779,57307
12779,57306
12779,57309
12779,58113
12779,57311
12779,57312
12779,57313
12779,57314
12779,57315
12779,57316
12779,57317
12779,57318
12779,57319
12779,57320
12779,62998
12779,63793
12779,64160
12779,65828
9390,62753
9390,63750
9390,53986
1370,6083
1370,6242
1370,13443
1370,15827
1370,20980
1370,16629
196,56774
196,23245
196,23256
196,23267
196,23278
196,16926
196,41139
196,16214
196,6482
196,6777
196,48041
196,37655
196,67309
196,16855
196,6951
196,7063
196,7174
196,7285
196,7299
196,7310
12713,22848
12713,55287
12713,52487
12541,22848
12541,72862
12541,53972
12541,55286
1059,4448
1059,4841
1059,5292
1059,5599
1059,5851
1059,15953
1059,25842
1059,23700
1059,23854
266,1163
4813,15279
4813,15280
820,52075
820,52076
820,48172
820,48174
820,51221
820,4801
820,5089
820,5241
820,5404
820,5665
820,5842
820,6318
820,66661
820,60509
820,60510
820,60511
820,60512
820,60513
820,60514
820,62093
1638,11122
1026,16002
1026,16185
1026,16588
1026,16589
1026,24231
1026,17593
1026,17592
1026,20645
1026,20836
1026,20974
1026,21182
1026,21332
1026,21510
1026,21713
1026,22478
1026,22879
1026,23581
1026,17344
1026,41359
1026,26940
553,1490
553,1398
553,595
553,514
553,801
553,893
553,60572
553,1397
553,29137
553,24191
553,24976
553,24977
553,24978
553,68268
553,2305
553,1582
553,1669
553,1769
553,1874
553,1974
6676,19862
2994,9657
2994,9337
2994,12166
2994,3633
481,48365
481,51275
481,59597
481,12663
481,12664
481,21172
481,21171
481,22262
481,22468
481,23077
481,23568
481,23928
481,23926
481,24134
481,24409
481,24411
481,28738
481,39738
481,62682
481,62766
12400,50915
2178,7029
2178,20429
2178,20364
2178,8730
760,48729
760,1216
760,4055
8346,46084
1449,12568
1449,12569
1449,12571
1449,12573
1449,7305
1449,7306
1449,7307
1449,7308
1449,7309
1449,7311
1449,7312
1449,7313
1449,7314
1449,7315
1449,7318
1449,7859
1449,7879
1449,7901
1449,7903
1449,7905
4989,16009
4989,16191
4989,16598
4989,16599
4989,45876
4989,45879
4989,45979
4989,48583
4989,48584
4989,48585
4989,50007
4989,50472
4989,48586
4989,48587
4989,48588
4989,48698
4989,48699
4989,48701
4989,21241
4989,68142
7843,24371
7843,21322
7843,21323
7843,21502
7843,21503
7843,21504
7843,21705
7843,23077
7843,21247
7843,21394
7843,21565
7843,21761
7843,22330
7843,22524
7843,22935
7843,23132
7843,24549
7843,23975
7843,24174
7843,24539
891,29120
891,56644
891,21390
891,21564
891,21759
891,21997
891,22325
891,22931
891,23127
891,23619
891,23774
891,4018
891,4136
891,4248
891,4411
891,4733
891,16206
891,6057
891,6338
891,13441
890,22369
890,29120
890,56644
890,15900
890,4018
890,4136
890,4248
890,4411
890,4733
890,5031
890,5259
890,5567
890,16206
890,6057
890,6161
890,6338
890,13441
890,16126
890,16477
890,16478
508,389
508,294
508,647
508,1315
508,2043
508,383
508,300
13085,67933
13085,64562
13085,64745
13085,64951
13085,65026
13085,65027
13085,62848
13085,63206
13085,64288
10328,30238
10328,34548
10328,40746
6628,19821
8885,60902
4924,8524
4924,8526
4924,8527
4924,15572
2488,7231
2488,7788
2488,8314
2488,68448
2488,16877
2488,68426
2488,22180
2488,22181
2488,22185
2488,69709
2488,69710
2488,69711
2488,16678
2488,18351
1115,15996
1115,5536
1115,4476
486,67306
486,67691
486,67692
486,67693
486,67694
486,67690
486,21259
486,21260
486,21404
486,21405
486,21577
486,17494
486,17496
486,17540
486,7270
486,7273
486,1795
486,5475
486,5476
486,5728
13111,64578
13111,62845
13111,63204
8855,29239
8662,31489
8662,25919
13084,65089
13084,63196
12843,63733
12843,55600
12843,55605
12843,55606
12843,55607
12843,55608
12950,55449
12950,55451
12950,64382
12950,64907
12950,66565
12950,55263
12950,63127
12950,36187
12950,36180
12756,55191
8875,18155
12605,53998
194,48363
194,6325
194,6858
194,16901
194,16902
194,48278
194,17329
194,6175
194,66602
194,48396
194,375
194,4940
194,348
194,4925
194,292
194,492
194,4938
194,4955
194,4956
194,1251
11406,37791
11406,37802
11436,48362
11436,48364
11436,48365
11436,51825
11436,40585
11436,40582
11436,40594
11436,40669
11436,40671
11436,35010
11436,36182
11436,39020
11436,36184
11436,52313
11436,52316
11436,52317
11436,52318
11436,52319
11436,38438
11436,38542
13142,65936
13142,63872
13142,63033
13142,63269
13142,64291
13142,60554
5199,17878
5199,16680
12554,53984
4007,7376
4007,1042
4007,1043
116,38294
116,7478
116,7479
116,7480
116,7376
116,7377
116,7378
116,7379
116,7380
116,7381
116,7383
116,1042
116,1043
116,70392
116,53777
116,9272
116,70391
116,50345
116,5451
116,14938
5142,16520
5142,16521
5142,17248
5142,17384
5142,20671
5142,20867
5142,21002
5142,21213
5142,21356
5142,21538
5142,21736
12394,48567
12394,48481
12394,48482
12394,48483
12394,51542
12394,48484
12394,48485
12394,48486
12394,48487
12394,48488
12394,48489
12394,48490
12394,48491
12394,49899
12394,49914
12394,50851
12394,50852
12394,50320
12394,50321
12394,50297
12370,51627
12370,51626
12370,53097
12370,51628
12370,51629
12370,51630
12370,51631
12370,51644
12370,50988
12370,51022
12370,51023
12370,51024
12370,51025
12370,46950
12370,49784
12370,46952
12370,46953
12370,46954
12370,50323
12370,50308
1330,7020
1330,6924
1330,7602
1330,7646
1330,7647
1330,7652
1330,7654
1330,7655
1330,17882
1330,63320
1330,20353
1330,20354
1330,20355
1330,20356
1330,20357
1330,20358
1330,20360
1330,20361
1330,20362
1330,20363
5863,20609
5863,20619
5863,20620
5863,21636
5863,22118
5863,22119
5863,17946
1959,13222
1959,10050
1959,10053
1959,22236
1959,15147
1959,18376
12504,53390
12504,56728
12504,66406
12504,49292
12504,49293
12504,49294
12504,49295
12504,51609
10099,64193
10099,64199
10099,74455
10099,74456
10099,74457
10099,74458
10099,74459
10099,74460
10099,32880
10099,33655
10099,57746
10099,54232
10099,54233
10099,54234
10099,54235
10099,54236
10099,54713
10099,54714
10099,54715
10099,54716
1535,16815
1535,9725
1535,9738
1535,16657
1535,27996
1535,11017
1535,11072
1535,11099
1535,11121
1535,11124
1535,11139
1535,11142
1535,22153
12434,50975
12434,50981
12434,51739
12434,52873
12434,52915
12434,52925
12434,52933
3504,71483
3504,62804
3504,14669
3504,14680
3504,65022
3504,11997
3504,12002
3504,12003
5169,16611
10135,31450
10135,25885
3651,8609
3651,21308
267,45764
267,43510
267,49017
267,6792
267,6798
267,21247
267,21248
267,21249
267,21394
267,21565
267,21761
267,22330
267,22524
267,22935
267,23132
267,24549
267,23779
267,23975
267,24174
267,24539
3550,11001
3550,11002
3550,11003
3550,11004
3550,11005
3550,11006
3550,11007
464,1216
464,223
2491,37904
2491,7785
2491,8333
2491,15234
2491,15235
2491,11778
2491,11780
2879,47465
2879,60510
2879,62601
2879,55351
2879,55353
2879,55354
2879,55356
2879,55360
2879,55361
2879,55366
2879,55367
2879,55368
2879,60532
2879,59433
2879,47911
2879,53058
2879,52375
2879,52377
2879,52982
2879,52378
175,377
175,148
175,147
175,146
175,145
175,440
175,17731
175,17732
175,17733
175,17734
175,33986
175,17528
175,17529
175,7213
175,16626
175,41019
175,51434
175,66484
175,1038
175,12620
1176,12774
1176,24665
1176,28488
1176,9267
1176,9275
1176,9711
1176,22186
1176,2996
1176,70378
1176,10622
1176,10623
1176,10624
1176,10625
1176,10626
1176,10627
1176,27229
12456,58012
12456,56014
12456,58013
12456,58192
12456,58637
12456,56015
12456,56016
12456,56017
12456,56018
12456,56019
12456,60274
12456,56020
12456,61120
12456,56021
12456,61203
12456,56029
12456,56030
12456,58015
12456,56031
12456,58016
4326,10001
4326,13906
4326,14377
12979,61513
12979,61514
12979,61515
12979,61516
12979,61517
12979,61518
12979,61519
12979,61520
12979,61521
12979,61522
12979,62149
12979,62150
12979,62151
12979,59524
12979,60012
12979,39252
12979,42565
12979,39348
12979,59205
12979,57869
12671,54604
12671,54605
12671,54606
12671,54607
12480,51249
12480,51250
12480,51251
12480,51252
12480,51090
12480,51091
12480,51039
12480,51040
12480,51041
12480,51042
12480,51500
12480,51562
12480,58685
12480,58686
12480,58687
12480,58688
12480,59462
12480,57892
12480,57893
12480,57894
871,65951
871,13488
871,16215
871,4185
871,4286
871,4442
871,4757
871,5053
871,5246
871,5780
871,40711
871,40661
871,40660
6542,19766
6465,20127
6465,46086
6465,19694
6465,19701
388,6618
388,6688
388,6689
388,6691
388,6692
388,16900
388,51335
388,7070
388,7074
388,7078
388,7621
388,7641
388,7652
388,20287
388,20292
388,20293
388,20294
388,20298
388,20300
388,20319
2771,7621
10067,31489
10067,25919
10067,25920
10067,28257
7626,22119
2355,23263
2355,61929
2355,61930
2355,61931
2355,61932
2355,8691
2355,8956
2355,61934
2355,19642
2355,17081
2355,17092
2355,17094
2355,17099
2355,12433
2355,4100
2355,12148
4981,22299
4981,22300
4981,22912
4981,24569
4981,60553
4981,64206
4981,24583
4981,24871
4981,24058
4981,24259
4981,25161
4981,31234
4981,32657
4981,34595
4981,32660
4981,32662
4981,30104
4981,33378
4981,30105
4981,30106
12601,59433
12601,53997
1516,7910
1593,17879
1593,9597
1593,17466
1593,2111
1593,2319
1593,2820
1593,1500
1593,4770
1593,1377
1593,17021
1593,17022
1593,17024
1593,17025
1593,17026
1593,17044
1593,17052
1593,17054
1593,17055
1593,17056
1593,17057
3900,10178
3900,10179
3900,10180
3900,10181
3900,10182
3900,10183
3900,75654
3900,68426
3900,22209
3900,22210
3900,22211
3900,22216
3900,22218
3900,22219
3900,22220
3900,22221
3900,22222
3900,18316
1586,8452
1586,16225
1586,57643
1586,9753
1586,9775
1586,9673
1586,22408
1586,22409
1586,28805
1586,28806
1586,65937
1586,11072
1586,11101
1586,17115
1586,17116
1586,17118
1586,17120
1586,17121
5162,16588
5163,16589
801,48026
801,48027
801,48028
801,48029
801,48030
801,51346
801,51349
801,28769
801,70393
801,3070
801,3380
801,67018
801,42667
801,42668
801,46307
801,48975
801,3059
801,3154
801,3376
801,3494
6792,20032
2306,7258
2306,29889
2306,68391
2306,68394
2306,62804
2306,66234
2306,19897
2306,9576
2306,72859
2306,70072
2306,70073
2306,70074
2306,14079
1629,16657
1629,11107
1629,11118
3754,6789
3754,6790
3754,6794
3754,6796
3754,16902
3754,13214
3754,13217
3754,13221
3754,10054
3754,14646
3754,14667
3754,14668
3754,14671
3754,66076
3754,22219
3754,15098
3754,15099
3754,15101
3754,15102
3754,15103
7219,30092
7219,41109
7219,28769
7219,21758
7219,24644
7219,27642
7219,27892
7219,27857
7219,60049
7219,20703
7219,23086
7219,23580
7219,23746
7219,23936
7219,24144
7219,33554
7219,53999
7219,54696
7219,54204
7219,54480
3996,7373
3996,7422
3996,7424
3996,7425
3996,7427
3996,7428
3996,7430
3996,7431
3996,7432
3996,7433
3996,7434
3996,7435
3996,7436
3996,7438
3996,7439
3996,7440
3996,7441
3996,7442
3996,7443
3996,7444
8718,51000
7375,48981
7375,45762
7375,45764
7375,43504
7375,45766
7375,43510
7375,49013
7375,50170
7375,50169
7375,50654
7375,50171
7375,50172
7375,50174
7375,53306
7375,45776
7375,43480
7375,51363
7375,49182
7375,51463
7375,24887
12970,59006
12970,60680
2329,7273
2329,21945
2329,22273
2329,22482
2329,14212
2329,14213
2329,52902
2329,60903
340,1283
340,36067
340,15717
340,27958
630,36067
630,15717
630,27958
630,1216
630,223
12585,53993
12817,67980
12817,59612
12817,59613
12817,59614
12817,59615
12817,56908
12817,56912
12817,68662
12817,68663
12817,68665
12817,59105
12817,60178
12817,61328
12817,69523
12817,65106
12817,65306
12817,65928
12817,66294
12817,66557
12817,66922
3612,55833
3612,12227
3612,51000
12406,48400
12406,60583
12406,63037
12406,49795
12406,49780
12406,57788
12406,61618
12406,52321
12406,52333
12406,52334
12406,52335
12406,55019
12406,52336
12406,54988
12406,52337
12406,52338
12406,67555
12406,69532
12406,70536
12406,64265
9452,22120
4728,37256
4728,37267
4728,37277
4728,37278
4728,37279
4728,37280
4728,37281
4728,37282
4728,37283
4728,37257
4728,37258
4728,37259
4728,37260
4728,37261
4728,37262
4728,37263
4728,37255
4728,14809
4728,14810
4728,14811
12548,52666
12548,53982
12548,53984
12548,53985
12548,53986
12548,53988
12548,53989
12548,53991
12548,53992
12548,53993
12548,53994
12548,53995
12548,53996
12548,53997
12548,53998
12548,2183
12548,4026
12542,53975
12542,53976
12542,53977
12542,53978
425,1584
425,2189
425,47069
425,47234
425,48359
425,48360
425,48361
425,48400
425,21280
425,53538
425,67000
425,67715
425,67716
425,67717
425,67718
425,67719
425,67720
425,33335
425,51422
425,41880
9457,65063
9457,65272
9457,65495
9457,68094
9457,38453
9457,74775
9457,67563
9457,69851
9457,69862
9457,71874
778,2120
778,2230
778,2343
778,2481
778,2482
778,3041
778,3210
778,4749
778,793
778,1551
778,1552
778,1691
778,1309
778,3418
778,3533
778,3368
778,4062
778,30007
778,4229
778,4328
12861,73397
12861,73398
12861,73399
12861,59698
12861,62837
12511,53789
5033,16000
5033,16184
5033,16585
5033,16586
5033,24798
5033,31766
5033,24030
5033,24233
5033,24837
5033,24838
5033,24839
5033,22359
5033,22549
5033,22961
5033,23152
5033,21268
5033,21412
5033,21586
5033,21783
5033,22025
402,40230
402,24243
402,38206
402,17392
402,22389
402,21065
402,40334
402,33485
402,29395
402,23942
402,23635
402,25697
402,25701
402,25710
402,5431
402,85
402,5726
402,21442
402,3573
402,2554
12718,61566
12718,57942
12718,62579
12993,62705
12993,62813
12993,63831
12993,64279
12993,64578
12993,64970
12993,65054
12993,65262
12993,65896
12993,66264
12993,64881
12993,67706
12993,66671
12993,66144
12993,65060
12993,67998
12993,71644
12993,71646
12993,71648
12993,74834
485,49180
485,49011
485,20824
485,20825
485,20826
485,21322
485,21323
485,21503
485,21504
485,21702
485,22865
485,23076
485,23927
485,24133
485,24134
485,24135
485,24136
485,24407
485,29303
485,24413
13148,6040
13148,4447
13148,5208
13148,3195
13148,3515
13148,5601
13148,38496
13148,64399
13148,3086
13148,24208
13148,26287
13148,26290
13148,3896
13148,4272
13148,4737
13148,38373
878,24348
878,22461
878,22856
878,23072
878,23562
878,23733
878,30885
878,30092
878,24369
878,24440
878,30025
878,30026
878,30027
878,30028
878,24821
878,24822
878,24823
878,21197
878,21345
878,21525
835,4098
835,4458
835,17606
835,21285
835,4327
835,5784
835,5561
835,4774
835,36417
1227,45764
1227,43508
1227,41274
1227,41270
1227,42539
1227,41264
1227,41268
1227,41269
1227,41273
1227,41263
1227,41267
1227,41265
1227,41271
1227,41272
1227,41266
1227,47069
1227,47070
1227,47234
1227,41230
1227,41229
9437,22261
9437,28727
9437,23834
9437,6337
9437,4820
9437,5112
9437,5265
9437,24058
9437,24259
9437,25161
9437,25162
9437,25307
9437,21356
9437,23668
9437,23098
9437,23593
9437,23755
9437,29016
9437,26232
9437,21600
509,28226
509,30298
509,30299
509,30309
509,37039
509,32536
509,32537
509,30310
509,33626
509,37032
509,30311
509,37185
509,30312
509,37186
509,33628
509,40025
509,36583
509,16240
509,16242
509,16244
5121,20418
5121,63315
5121,63316
5121,63318
5121,63329
5121,63331
5121,63332
5121,63334
5121,63341
5121,16221
5121,19779
5121,19767
5121,19768
5121,19771
5121,62328
1353,16889
1353,48377
1353,67309
1353,51401
1353,7089
1353,7090
1353,7092
1353,7093
1353,25114
1353,16650
1353,17447
1353,4840
1353,41342
1353,9090
1353,10136
1353,4296
1353,15513
1353,15516
1353,15422
1353,19617
13424,71380
13424,14787
13424,48268
1927,6836
1927,6837
1927,6841
1927,6842
1927,6844
1927,6845
1927,6846
1927,6847
1927,6848
1927,6850
1927,6851
1927,6852
1927,6853
1927,6854
1927,6855
1927,6856
1927,6857
1927,6859
1927,6862
1927,16902
7593,22189
549,74122
549,74123
549,74124
549,20716
549,47734
549,116
549,117
549,115
549,15005
549,499
549,667
549,67027
549,2525
549,1329
549,5681
549,57074
549,1961
549,1216
549,1655
10144,65415
10144,65897
10144,65898
10144,65899
10144,66829
10144,66905
10144,47591
10144,48560
10144,50076
10144,60556
10144,63844
10144,49297
10144,49296
10144,49298
10144,49299
10144,49300
10144,58699
10144,58702
10144,60165
10144,68367
11757,33011
11757,45764
11757,43507
11757,43508
11757,17701
11757,49941
11757,49546
11757,49547
11757,53306
11757,53054
11757,51319
11757,17581
11757,17582
11757,17583
11757,37018
11757,51344
11757,50587
11757,51349
11757,51360
11757,51380
704,48434
704,48443
704,48444
704,6690
704,6732
704,6735
704,6737
704,6739
704,6740
704,6741
704,6742
704,6743
704,6744
704,6745
704,6746
704,6747
704,6748
704,6750
704,6751
704,6752
3393,12653
1248,51516
1248,50982
1248,51137
1248,51519
1248,23657
1248,27540
1248,24014
1248,24218
1248,24616
1248,24617
1248,27878
1248,24612
1248,66270
1248,20715
1248,66089
1248,60556
1248,70450
1248,24606
1248,24605
1248,24644
1398,6108
7897,23832
11294,43501
11294,36411
11294,47255
11306,43501
11306,56401
11306,56400
11306,63350
11306,36583
11306,34286
11306,71316
11306,50955
11306,58086
11306,56889
11306,58087
11306,53473
11306,55037
